C(w1;w2),collocation,tag pattern
18189,"('sıralarından', 'alkışlar')",NN
17993,"('Büyük', 'Millet')",AN
16761,"('soru', 'önergesi')",NN
13162,"('Millet', 'Meclisi')",NN
9978,"('yazılı', 'soru')",AN
9381,"('BAŞKAN', 'Teşekkür')",AN
9217,"('önergesi', 'Başkanlığa')",NN
9111,"('değerli', 'milletvekilleri')",AN
8976,"('Türkiye', 'de')",AN
8805,"('Kabul', 'edenler')",NN
8710,"('Değerli', 'milletvekilleri')",AN
7685,"('Sayın', 'Bakan')",AN
7542,"('Grubu', 'adına')",NN
7531,"('Sayın', 'milletvekilleri')",AN
7465,"('Meclisi', 'Başkanlığına')",NN
7257,"('sözlü', 'soru')",AN
7057,"('Partisi', 'Grubu')",NN
6676,"('Değerli', 'arkadaşlar')",AN
6524,"('Teşekkür', 'ederim')",NN
5956,"('Malî', 'Yılı')",AN
5468,"('Devlet', 'Bakanı')",NN
5311,"('Hakkında', 'Kanun')",NN
5305,"('ilişkin', 'sorusu')",NN
5224,"('DYP', 'sıralarından')",NN
5054,"('Doğru', 'Yol')",AN
5009,"('cihaz', 'tarafından')",NN
4990,"('otomatik', 'cihaz')",AN
4959,"('bir', 'şey')",AN
4913,"('GRUBU', 'ADINA')",NN
4912,"('Değerli', 'arkadaşlarım')",AN
4841,"('bir', 'şekilde')",AN
4826,"('Millî', 'Eğitim')",AN
4602,"('ne', 'kadar')",AN
4594,"('arz', 'ederim')",NN
4349,"('Yol', 'Partisi')",NN
3779,"('şu', 'anda')",AN
3778,"('Türkiye', 'Cumhuriyeti')",AN
3686,"('Ankara', 'Milletvekili')",NN
3648,"('Milletvekili', 'Mehmet')",NN
3637,"('Kanun', 'Tasarısı')",NN
3624,"('sayın', 'milletvekilleri')",AN
3439,"('ilişkin', 'Başbakandan')",NN
3435,"('MHP', 'sıralarından')",NN
3352,"('edenler', 'Kabul')",NN
3331,"('çok', 'önemli')",AN
3324,"('söz', 'konusu')",NN
3271,"('bugüne', 'kadar')",NN
3198,"('ilişkin', 'Devlet')",NN
3151,"('kanun', 'tasarısının')",NN
3146,"('DSP', 'sıralarından')",NN
2965,"('en', 'önemli')",NN
2933,"('adına', 'söz')",NN
2876,"('Fazilet', 'Partisi')",NN
2810,"('Sayılı', 'Kanun')",AN
2794,"('Devlet', 'Bakanından')",NN
2749,"('BAŞKAN', 'Buyurun')",AN
2726,"('ın', 'cevabı')",NN
2688,"('BAŞKAN', 'Kabul')",AN
2675,"('GENÇ', 'Tunceli')",AN
2664,"('Bursa', 'Milletvekili')",NN
2660,"('Millet', 'Meclisinin')",NN
2649,"('bir', 'an')",AN
2629,"('Tabiî', 'Kaynaklar')",AN
2602,"('Konya', 'Milletvekili')",NN
2593,"('için', 'de')",AN
2431,"('BAŞKAN', 'Komisyon')",AN
2346,"('sayılı', 'kanun')",AN
2338,"('Yüce', 'Heyetinizi')",AN
2311,"('ilişkin', 'önergesi')",NN
2306,"('Milliyetçi', 'Hareket')",NN
2274,"('Milletvekili', 'Ahmet')",NN
2225,"('TURHAN', 'GÜVEN')",NN
2224,"('Sosyal', 'Güvenlik')",AN
2223,"('ne', 'zaman')",AN
2210,"('Meclis', 'araştırması')",NN
2073,"('son', 'derece')",AN
2069,"('Heyetinizi', 'saygıyla')",NN
2067,"('Sayın', 'Bakanım')",AN
2066,"('Yılı', 'Bütçesi')",NN
2054,"('DEVLET', 'BAKANI')",NN
2050,"('Kanun', 'Tasarısının')",NN
2018,"('in', 'cevabı')",NN
1979,"('Milletvekili', 'Mustafa')",NN
1977,"('Çelik', 'in')",AN
1971,"('malî', 'yılı')",AN
1963,"('esas', 'numaralı')",AN
1937,"('ASLAN', 'POLAT')",AN
1934,"('Süreniz', 'dakika')",NN
1871,"('olan', 'sıra')",AN
1869,"('Zeki', 'Ünal')",AN
1864,"('alkışlar', 'Süreniz')",NN
1841,"('Musa', 'Uzunkaya')",NN
1838,"('Millî', 'Savunma')",AN
1838,"('madde', 'üzerinde')",NN
1837,"('teklif', 'ederiz')",NN
1821,"('aynı', 'zamanda')",AN
1792,"('Türkiye', 'yi')",AN
1790,"('ANAP', 'sıralarından')",NN
1786,"('Hareket', 'Partisi')",NN
1781,"('inci', 'maddesi')",AN
1775,"('sayılı', 'Kanunun')",AN
1771,"('Sosyal', 'Sigortalar')",AN
1766,"('Şanlıurfa', 'Milletvekili')",NN
1743,"('değerli', 'arkadaşlarım')",AN
1741,"('SP', 'sıralarından')",NN
1741,"('AK', 'Parti')",AN
1740,"('inci', 'maddesinin')",AN
1685,"('değerli', 'arkadaşlar')",AN
1658,"('Anavatan', 'Partisi')",NN
1648,"('Ünal', 'ın')",NN
1646,"('Samsun', 'Milletvekili')",NN
1644,"('Karaman', 'Milletvekili')",NN
1621,"('bir', 'de')",AN
1619,"('Hatay', 'Milletvekili')",NN
1612,"('çok', 'daha')",AN
1604,"('Sol', 'Parti')",AN
1601,"('sıralarından', 'gürültüler')",NN
1594,"('bir', 'kanun')",AN
1586,"('organize', 'sanayi')",AN
1574,"('sayılı', 'Kanun')",AN
1562,"('maddesi', 'üzerinde')",NN
1545,"('Teşekkür', 'ederiz')",NN
1540,"('Kanunu', 'Tasarısı')",NN
1528,"('maddeyi', 'oylarınıza')",NN
1521,"('Kanun', 'Teklifi')",NN
1518,"('DYP', 'GRUBU')",NN
1511,"('şahsım', 'adına')",AN
1502,"('Madde', 'üzerinde')",NN
1500,"('inci', 'maddeyi')",AN
1491,"('Yüce', 'Meclisin')",AN
1468,"('her', 'zaman')",AN
1454,"('Aşağıdaki', 'sorularımın')",AN
1447,"('teşekkür', 'ederim')",NN
1399,"('Türkiye', 'deki')",AN
1396,"('Raporları', 'Sayısı')",NN
1390,"('kanun', 'tasarısı')",NN
1387,"('nci', 'maddesi')",NN
1386,"('Eğitim', 'Bakanından')",NN
1386,"('bundan', 'sonra')",NN
1362,"('Komisyonları', 'Raporları')",NN
1351,"('KANUN', 'TASARI')",NN
1351,"('Sayın', 'Mehmet')",AN
1349,"('Şu', 'anda')",AN
1333,"('Elektronik', 'cihazla')",AN
1331,"('daha', 'sonra')",NN
1330,"('Gaziantep', 'Milletvekili')",NN
1328,"('Milletvekili', 'Musa')",NN
1322,"('Mahmut', 'Göksu')",NN
1322,"('inci', 'madde')",AN
1297,"('aşağıdaki', 'şekilde')",AN
1296,"('Kanunu', 'ile')",NN
1290,"('Sayın', 'Bakanın')",AN
1287,"('Bütçe', 'Komisyonları')",NN
1284,"('ben', 'de')",NN
1284,"('biz', 'de')",NN
1277,"('saat', 'te')",NN
1275,"('SAFFET', 'ARIKAN')",NN
1275,"('ARIKAN', 'BEDÜK')",NN
1272,"('Yok', 'Ertelenmiştir')",AN
1266,"('Milletvekili', 'Bülent')",NN
1257,"('zaman', 'zaman')",NN
1256,"('bir', 'süre')",AN
1256,"('ondan', 'sonra')",AN
1233,"('sosyal', 'güvenlik')",AN
1233,"('üzerinde', 'söz')",NN
1215,"('Aslan', 'Polat')",AN
1215,"('Erzurum', 'Milletvekili')",NN
1215,"('sırasında', 'yer')",NN
1213,"('Adıyaman', 'Milletvekili')",NN
1188,"('Eğitim', 'Bakanı')",NN
1183,"('Kaynaklar', 'Bakanı')",NN
1172,"('POLAT', 'Erzurum')",NN
1166,"('bir', 'yıl')",AN
1164,"('nci', 'maddeyi')",NN
1160,"('Tevhit', 'Karakaya')",NN
1149,"('Genel', 'Kurulda')",AN
1146,"('Bilgilerinize', 'arz')",NN
1141,"('BEDÜK', 'Ankara')",NN
1138,"('Ertuğrul', 'Yalçınbayır')",NN
1135,"('Balıkesir', 'Milletvekili')",NN
1129,"('Bülent', 'Ecevit')",NN
1129,"('GENÇ', 'Devamla')",AN
1126,"('toplanmak', 'üzere')",AN
1125,"('Saadet', 'Partisi')",NN
1120,"('MUSA', 'UZUNKAYA')",NN
1114,"('Genel', 'Kurula')",AN
1112,"('Görevleri', 'Hakkında')",NN
1105,"('nci', 'maddesinin')",NN
1105,"('Bazı', 'Kanun')",AN
1100,"('Söz', 'konusu')",NN
1090,"('Türk', 'Silahlı')",NN
1085,"('Bağ', 'Kur')",NN
1080,"('devam', 'eden')",NN
1075,"('Önerge', 'kabul')",NN
1074,"('Grup', 'Başkanvekili')",NN
1065,"('Metin', 'Bostancıoğlu')",AN
1064,"('günü', 'saat')",NN
1061,"('yılı', 'bütçesinin')",NN
1059,"('sayılı', 'yazısı')",AN
1058,"('Anayasa', 'Mahkemesi')",NN
1057,"('BAŞKAN', 'Başkanvekili')",AN
1050,"('nci', 'maddesine')",NN
1049,"('üzerinde', 'Fazilet')",NN
1046,"('bir', 'ülke')",AN
1044,"('inci', 'sırasında')",AN
1044,"('Parti', 'sıralarından')",NN
1039,"('Kanunu', 'Tasarısının')",NN
1038,"('bir', 'taraftan')",AN
1038,"('saygılarımla', 'arz')",NN
1035,"('Başbakandan', 'sorusu')",NN
1033,"('bir', 'konu')",AN
1033,"('bir', 'kısmı')",AN
1031,"('Yüce', 'Meclisi')",AN
1029,"('efendim', 'DYP')",AN
1023,"('Sayın', 'Başbakan')",AN
1023,"('üzere', 'söz')",NN
1022,"('Atatürk', 'ün')",NN
1022,"('Bülent', 'Akarcalı')",NN
1012,"('milletvekili', 'arkadaşlarım')",NN
1011,"('her', 'yıl')",AN
1010,"('Yazılı', 'Soru')",AN
1004,"('Kemal', 'Derviş')",NN
1001,"('Türk', 'Ceza')",NN
999,"('Maliye', 'Bakanlığı')",AN
993,"('ne', 'yazık')",AN
988,"('Rize', 'Milletvekili')",NN
987,"('kabul', 'edenler')",NN
980,"('Erzincan', 'Milletvekili')",NN
978,"('yasa', 'tasarısının')",NN
976,"('dakika', 'süre')",NN
974,"('kabul', 'edilen')",NN
973,"('bir', 'daha')",AN
970,"('Sağlık', 'Aile')",AN
970,"('değerli', 'milletvekili')",AN
970,"('RIZA', 'GÖNÜL')",NN
969,"('Güneydoğu', 'Anadolu')",AN
969,"('Aksaray', 'Milletvekili')",NN
967,"('Parti', 'Grubu')",NN
962,"('ne', 'de')",AN
962,"('ilk', 'defa')",AN
944,"('işleme', 'alacağım')",NN
944,"('Kanun', 'Tasarı')",NN
941,"('her', 'gün')",AN
941,"('nci', 'madde')",NN
937,"('Sayın', 'Bakana')",AN
935,"('Genel', 'Kurul')",AN
934,"('ın', 'Gaziantep')",NN
932,"('Maliye', 'Bakanı')",AN
932,"('Prof', 'Dr')",NN
931,"('bir', 'kere')",AN
914,"('Milletvekili', 'Mahmut')",NN
909,"('Bir', 'dakika')",AN
907,"('yasa', 'tasarısı')",NN
905,"('DSP', 'MHP')",NN
898,"('BAŞKAN', 'Madde')",AN
889,"('Cevat', 'Ayhan')",NN
888,"('Sadettin', 'Tantan')",NN
885,"('saygıyla', 'selamlarım')",NN
881,"('nci', 'hükümet')",NN
879,"('biraz', 'daha')",AN
879,"('önergeyi', 'oylarınıza')",NN
869,"('Saffet', 'Arıkan')",NN
868,"('Arıkan', 'Bedük')",NN
865,"('Sayın', 'Polat')",AN
864,"('BAŞKAN', 'Hükümet')",AN
861,"('tarihi', 'Ankara')",AN
860,"('ilişkin', 'Enerji')",NN
854,"('Sakarya', 'Milletvekili')",NN
853,"('bir', 'yasa')",AN
853,"('söz', 'sırası')",NN
850,"('Mehmet', 'Elkatmış')",NN
839,"('inci', 'maddesinde')",AN
838,"('Fethullah', 'Erbaş')",NN
837,"('Milletvekili', 'Tevhit')",NN
832,"('alan', 'sıra')",AN
830,"('GENEL', 'KURULA')",AN
829,"('Grubum', 'adına')",NN
827,"('KURULA', 'SUNUŞLARI')",NN
827,"('sesleri', 'alkışlar')",NN
827,"('Amasya', 'Milletvekili')",NN
824,"('yanı', 'sıra')",NN
824,"('CEVAT', 'AYHAN')",NN
824,"('Kırıkkale', 'Milletvekili')",NN
820,"('Sağlık', 'Bakanından')",AN
819,"('NEVZAT', 'ERCAN')",NN
819,"('Türk', 'Milletinin')",NN
818,"('siyasî', 'parti')",AN
813,"('Sermaye', 'Piyasası')",NN
811,"('Recep', 'Önal')",NN
811,"('önce', 'de')",AN
808,"('bir', 'biçimde')",AN
805,"('Bravo', 'sesleri')",NN
803,"('yüzde', 'oranında')",NN
802,"('Maddeyi', 'oylarınıza')",NN
798,"('Milletvekili', 'Hasan')",NN
795,"('Merkez', 'Bankası')",NN
794,"('bir', 'tanesi')",AN
793,"('KÖSE', 'Erzurum')",AN
792,"('doğrudan', 'gündeme')",AN
791,"('bir', 'madde')",AN
791,"('soru', 'önergesinin')",NN
787,"('kısa', 'zamanda')",AN
786,"('numaralı', 'Meclis')",NN
785,"('Yalçınbayır', 'ın')",NN
784,"('Milletvekili', 'Ertuğrul')",NN
784,"('ne', 'gibi')",AN
784,"('aynı', 'şekilde')",AN
784,"('Köy', 'Hizmetleri')",NN
783,"('GEÇEN', 'TUTANAK')",AN
783,"('milletvekilleri', 'sıra')",NN
782,"('Manisa', 'Milletvekili')",NN
779,"('bir', 'kez')",AN
768,"('POLAT', 'Devamla')",NN
765,"('Mustafa', 'Kemal')",NN
765,"('sıralarından', 'Bravo')",NN
765,"('Gruplar', 'adına')",NN
765,"('Süreniz', 'dakikadır')",NN
764,"('Kemal', 'Albayrak')",NN
763,"('bir', 'Meclis')",AN
762,"('SEVEN', 'Ağrı')",NN
761,"('Kayseri', 'Milletvekili')",NN
760,"('yerden', 'devam')",NN
759,"('Sayın', 'Komisyon')",AN
757,"('Köyişleri', 'Bakanı')",NN
755,"('alkışlar', 'DYP')",NN
754,"('madde', 'kabul')",NN
749,"('son', 'yıllarda')",AN
749,"('Partisi', 'Grubunun')",NN
747,"('BAŞKAN', 'Ben')",AN
746,"('belki', 'de')",NN
745,"('Soruyu', 'cevaplandıracak')",NN
742,"('ilişkin', 'Başkanlık')",NN
741,"('saygılar', 'sunarım')",NN
739,"('iddiasına', 'ilişkin')",NN
738,"('Sayın', 'Ahmet')",AN
736,"('BAŞKAN', 'Soruyu')",AN
734,"('Ben', 'de')",NN
733,"('Antalya', 'Milletvekili')",NN
730,"('Diğer', 'taraftan')",AN
730,"('Hasan', 'Gemici')",NN
728,"('kanun', 'tasarı')",NN
728,"('Sayın', 'Bakanımız')",AN
727,"('Yüce', 'Meclise')",AN
725,"('bir', 'önerge')",AN
722,"('başka', 'söz')",AN
722,"('nci', 'sırasında')",NN
721,"('inci', 'maddesine')",AN
721,"('maddesi', 'uyarınca')",NN
718,"('bir', 'devlet')",AN
718,"('Adana', 'Milletvekili')",NN
717,"('Millet', 'Meclisine')",NN
716,"('kez', 'daha')",NN
716,"('sayılı', 'yazınız')",AN
716,"('Ziraat', 'Bankası')",NN
714,"('Yusuf', 'Gökalp')",NN
714,"('BAŞKAN', 'Bilgilerinize')",AN
714,"('Kanun', 'Teklifinin')",NN
713,"('söz', 'talebi')",NN
712,"('UZUNKAYA', 'Samsun')",NN
710,"('Mustafa', 'Niyazi')",NN
709,"('tarihi', 'Bursa')",AN
709,"('Birleşmiş', 'Milletler')",AN
708,"('Organize', 'Sanayi')",AN
708,"('karar', 'yetersayısı')",NN
708,"('iddialarına', 'ilişkin')",NN
705,"('oranı', 'yüzde')",NN
704,"('Bülent', 'Arınç')",NN
703,"('Diyarbakır', 'Milletvekili')",NN
702,"('karar', 'gereğince')",NN
698,"('Adalet', 'Komisyonları')",NN
698,"('Nevşehir', 'Milletvekili')",NN
697,"('Metin', 'Kalkan')",AN
697,"('CANDAN', 'Konya')",AN
695,"('Bütçe', 'Kanunu')",NN
694,"('de', 'yüzde')",NN
692,"('Türk', 'Lirası')",NN
692,"('Sayısı', 'Devam')",NN
689,"('gündemdışı', 'söz')",AN
689,"('biraz', 'evvel')",AN
688,"('Soru', 'Önergeleri')",NN
686,"('inci', 'maddeleri')",AN
686,"('sorunlarına', 'ilişkin')",NN
686,"('Ahmet', 'Sünnetçioğlu')",NN
686,"('Kararname', 'ile')",NN
685,"('Emekli', 'Sandığı')",AN
681,"('Şimdi', 'söz')",NN
680,"('Elazığ', 'Milletvekili')",NN
679,"('Resmî', 'Gazetede')",AN
678,"('Yüce', 'Heyetinize')",AN
677,"('Mustafa', 'Taşar')",NN
676,"('Gelir', 'Vergisi')",NN
675,"('Diğer', 'önergeyi')",AN
674,"('Sayın', 'Bülent')",AN
669,"('Birleşik', 'Devletleri')",AN
666,"('Sayın', 'Mustafa')",AN
665,"('üzerindeki', 'görüşmeler')",NN
664,"('Bugüne', 'kadar')",NN
664,"('Tokat', 'Milletvekili')",NN
